,,,
Código de la CIE-10 tres caracteres,Descripcion  de codigos a tres caracteres,Código de la CIE-10 cuatro caracteres,Descripcion  de códigos a cuatro caracteres
X09,Exposicion A Humos Fuegos Llamas No Especificados,X091,"Exposicion a humos, fuegos o llamas no especificados, institucion residencial"
X09,Exposicion A Humos Fuegos Llamas No Especificados,X092,"Exposicion a humos, fuegos o llamas no especificados, escuelas, otras instituciones y areas administrativas  publicas"
X09,Exposicion A Humos Fuegos Llamas No Especificados,X093,"Exposicion a humos, fuegos o llamas no especificados, areas de deporte y atletismo"
X09,Exposicion A Humos Fuegos Llamas No Especificados,X094,"Exposicion a humos, fuegos o llamas no especificados, calles y carreteras"
X09,Exposicion A Humos Fuegos Llamas No Especificados,X095,"Exposicion a humos, fuegos o llamas no especificados, comercio y area de servicios"
X09,Exposicion A Humos Fuegos Llamas No Especificados,X096,"Exposicion a humos, fuegos o llamas no especificados, area industrial y de la construccion"
X09,Exposicion A Humos Fuegos Llamas No Especificados,X097,"Exposicion a humos, fuegos o llamas no especificados, granja"
X09,Exposicion A Humos Fuegos Llamas No Especificados,X098,"Exposicion a humos, fuegos o llamas no especificados, otro lugar especificado"
X09,Exposicion A Humos Fuegos Llamas No Especificados,X099,"Exposicion a humos, fuegos o llamas no especificados, lugar no especificado"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X100,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, vivienda"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X101,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, institucion residencial"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X102,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, escuelas, otras instituciones y areas administrativas  publicas"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X103,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, areas de deporte y atletismo"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X104,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, calles y carreteras"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X105,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, comercio y area de servicios"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X106,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, area industrial y de la construccion"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X107,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, granja"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X108,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, otro lugar especificado"
X10,"Contacto Con Bebidas, Alimentos, Grasas Y Aceites Para Cocinar, Calientes",X109,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, lugar no especificado"
X11,Contacto Con Agua Caliente Corriente,X110,"Contacto con agua caliente corriente, vivienda"
X11,Contacto Con Agua Caliente Corriente,X111,"Contacto con agua caliente corriente, institucion residencial"
X11,Contacto Con Agua Caliente Corriente,X112,"Contacto con agua caliente corriente, escuelas, otras instituciones y areas administrativas  publicas"
X11,Contacto Con Agua Caliente Corriente,X113,"Contacto con agua caliente corriente, areas de deporte y atletismo"
X11,Contacto Con Agua Caliente Corriente,X114,"Contacto con agua caliente corriente, calles y carreteras"
X11,Contacto Con Agua Caliente Corriente,X115,"Contacto con agua caliente corriente, comercio y area de servicios"
X11,Contacto Con Agua Caliente Corriente,X116,"Contacto con agua caliente corriente, area industrial y de la construccion"
X11,Contacto Con Agua Caliente Corriente,X117,"Contacto con agua caliente corriente, granja"
X11,Contacto Con Agua Caliente Corriente,X118,"Contacto con agua caliente corriente, otro lugar especificado"
X11,Contacto Con Agua Caliente Corriente,X119,"Contacto con agua caliente corriente, lugar no especificado"
X12,Contacto Con Otros Liquidos Calientes,X120,"Contacto con otros liquidos calientes, vivienda"
X12,Contacto Con Otros Liquidos Calientes,X121,"Contacto con otros liquidos calientes, institucion residencial"
X12,Contacto Con Otros Liquidos Calientes,X122,"Contacto con otros liquidos calientes, escuelas, otras instituciones y areas administrativas  publicas"
X12,Contacto Con Otros Liquidos Calientes,X123,"Contacto con otros liquidos calientes, areas de deporte y atletismo"
X12,Contacto Con Otros Liquidos Calientes,X124,"Contacto con otros liquidos calientes, calles y carreteras"
X12,Contacto Con Otros Liquidos Calientes,X125,"Contacto con otros liquidos calientes, comercio y area de servicios"
X12,Contacto Con Otros Liquidos Calientes,X126,"Contacto con otros liquidos calientes, area industrial y de la construccion"
X12,Contacto Con Otros Liquidos Calientes,X127,"Contacto con otros liquidos calientes, granja"
X12,Contacto Con Otros Liquidos Calientes,X128,"Contacto con otros liquidos calientes, otro lugar especificado"
X12,Contacto Con Otros Liquidos Calientes,X129,"Contacto con otros liquidos calientes, lugar no especificado"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X130,"Contacto con vapor de agua y otros vapores calientes, vivienda"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X131,"Contacto con vapor de agua y otros vapores calientes, institucion residencial"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X132,"Contacto con vapor de agua y otros vapores calientes, escuelas, otras instituciones y areas administrativas  publicas"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X133,"Contacto con vapor de agua y otros vapores calientes, areas de deporte y atletismo"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X134,"Contacto con vapor de agua y otros vapores calientes, calles y carreteras"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X135,"Contacto con vapor de agua y otros vapores calientes, comercio y area de servicios"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X136,"Contacto con vapor de agua y otros vapores calientes, area industrial y de la construccion"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X137,"Contacto con vapor de agua y otros vapores calientes, granja"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X138,"Contacto con vapor de agua y otros vapores calientes, otro lugar especificado"
X13,Contacto Con Vapor De Agua Y Otros Vapores Calientes,X139,"Contacto con vapor de agua y otros vapores calientes, lugar no especificado"
X14,Contacto Con Aire Y Gases Calientes,X140,"Contacto con aire y gases calientes, vivienda"
X14,Contacto Con Aire Y Gases Calientes,X141,"Contacto con aire y gases calientes, institucion residencial"
X14,Contacto Con Aire Y Gases Calientes,X142,"Contacto con aire y gases calientes, escuelas, otras instituciones y areas administrativas  publicas"
X14,Contacto Con Aire Y Gases Calientes,X143,"Contacto con aire y gases calientes, areas de deporte y atletismo"
X14,Contacto Con Aire Y Gases Calientes,X144,"Contacto con aire y gases calientes, calles y carreteras"
X14,Contacto Con Aire Y Gases Calientes,X145,"Contacto con aire y gases calientes, comercio y area de servicios"
X14,Contacto Con Aire Y Gases Calientes,X146,"Contacto con aire y gases calientes, area industrial y de la construccion"
X14,Contacto Con Aire Y Gases Calientes,X147,"Contacto con aire y gases calientes, granja"
X14,Contacto Con Aire Y Gases Calientes,X148,"Contacto con aire y gases calientes, otro lugar especificado"
X14,Contacto Con Aire Y Gases Calientes,X149,"Contacto con aire y gases calientes, lugar no especificado"
X15,Contacto Con Utensilios Domesticos Calientes,X150,"Contacto con utensilios domesticos calientes, vivienda"
X15,Contacto Con Utensilios Domesticos Calientes,X151,"Contacto con utensilios domesticos calientes, institucion residencial"
X15,Contacto Con Utensilios Domesticos Calientes,X152,"Contacto con utensilios domesticos calientes, escuelas, otras instituciones y areas administrativas  publicas"
X15,Contacto Con Utensilios Domesticos Calientes,X153,"Contacto con utensilios domesticos calientes, areas de deporte y atletismo"
X15,Contacto Con Utensilios Domesticos Calientes,X154,"Contacto con utensilios domesticos calientes, calles y carreteras"
X15,Contacto Con Utensilios Domesticos Calientes,X155,"Contacto con utensilios domesticos calientes, comercio y area de servicios"
X15,Contacto Con Utensilios Domesticos Calientes,X156,"Contacto con utensilios domesticos calientes, area industrial y de la construccion"
X15,Contacto Con Utensilios Domesticos Calientes,X157,"Contacto con utensilios domesticos calientes, granja"
X15,Contacto Con Utensilios Domesticos Calientes,X158,"Contacto con utensilios domesticos calientes, otro lugar especificado"
X15,Contacto Con Utensilios Domesticos Calientes,X159,"Contacto con utensilios domesticos calientes, lugar no especificado"
X16,"Contacto Con Radiadores, Canerias Y Artefactos Para Calefaccion, Calientes",X160,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, vivienda"
X16,"Contacto Con Radiadores, Cañerias Y Artefactos Para Calefaccion, Calientes",X161,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, institucion residencial"
X16,"Contacto Con Radiadores, Cañerias Y Artefactos Para Calefaccion, Calientes",X162,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, escuelas, otras instituciones y areas administrativas  publicas"
X16,"Contacto Con Radiadores, Cañerias Y Artefactos Para Calefaccion, Calientes",X163,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, areas de deporte y atletismo"
X16,"Contacto Con Radiadores, Cañerias Y Artefactos Para Calefaccion, Calientes",X164,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, calles y carreteras"
X16,"Contacto Con Radiadores, Cañerias Y Artefactos Para Calefaccion, Calientes",X165,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, comercio y area de servicios"
X16,"Contacto Con Radiadores, Cañerias Y Artefactos Para Calefaccion, Calientes",X166,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, area industrial y de la construccion"
X16,"Contacto Con Radiadores, Cañerias Y Artefactos Para Calefaccion, Calientes",X167,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, granja"
X16,"Contacto Con Radiadores, Cañerias Y Artefactos Para Calefaccion, Calientes",X168,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, otro lugar especificado"
X16,"Contacto Con Radiadores, Cañerias Y Artefactos Para Calefaccion, Calientes",X169,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, lugar no especificado"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X170,"Contacto con maquinas, motores y herramientas calientes, vivienda"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X171,"Contacto con maquinas, motores y herramientas calientes, institucion residencial"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X172,"Contacto con maquinas, motores y herramientas calientes, escuelas, otras instituciones y areas administrativas  publicas"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X173,"Contacto con maquinas, motores y herramientas calientes, areas de deporte y atletismo"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X174,"Contacto con maquinas, motores y herramientas calientes, calles y carreteras"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X175,"Contacto con maquinas, motores y herramientas calientes, comercio y area de servicios"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X176,"Contacto con maquinas, motores y herramientas calientes, area industrial y de la construccion"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X177,"Contacto con maquinas, motores y herramientas calientes, granja"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X178,"Contacto con maquinas, motores y herramientas calientes, otro lugar especificado"
X17,"Contacto Con Maquinas, Motores Y Herramientas Calientes",X179,"Contacto con maquinas, motores y herramientas calientes, lugar no especificado"
X18,Contacto Con Otros Metales Calientes,X180,"Contacto con otros metales calientes, vivienda"
X18,Contacto Con Otros Metales Calientes,X181,"Contacto con otros metales calientes, institucion residencial"
X18,Contacto Con Otros Metales Calientes,X182,"Contacto con otros metales calientes, escuelas, otras instituciones y areas administrativas  publicas"
X18,Contacto Con Otros Metales Calientes,X183,"Contacto con otros metales calientes, areas de deporte y atletismo"
